user_id,flavor,rating
6,Matcha Green Tea,5
6,Watermelon Sorbet,3
6,Rocky Road,5
6,Sweet Corn,5
6,Rose (Gulab),4
6,Chocolate Fudge,5
6,Chocolate Almond,5
6,Rabri,5
6,Guava,4
6,Mint Chocolate Chip,5
6,Vanilla,5
6,Mango Kulfi,5
6,Kaju Draksh,5
6,Pista (Pistachio),5
7,Kesar (Saffron),5
7,Cookies and Cream,5
7,Vanilla,4
7,Strawberry Cheesecake,4
7,Gajar Halwa,5
7,Rocky Road,5
7,Tender Coconut,5
7,Matcha Green Tea,4
7,Tiramisu,5
7,Litchi,3
7,Coconut,4
7,Dry Fruit,5
7,Chikoo (Sapodilla),4
7,Pineapple,3
7,Pan (Betel Leaf),5
7,Sweet Corn,4
7,Salted Caramel,5
7,Mint Chocolate Chip,5
7,Anjeer (Fig),4
7,Peanut Butter Cup,5
7,Mango Alphonso,4
8,Watermelon Sorbet,3
8,Badam (Almond),5
8,Peach,4
8,Chocolate Fudge,5
8,Mango Kulfi,5
8,Malai Kulfi,5
8,Jamun,4
8,Red Velvet,5
8,Rooh Afza,5
8,Chocolate,5
8,Rajbhog,5
8,Dark Chocolate,5
8,Dry Fruit,5
8,Strawberry Cheesecake,5
8,Lavender Honey,5
8,Mint Chocolate Chip,5
8,Elaichi (Cardamom),5
8,Sweet Corn,5
9,Black Currant,4
9,Kaju Draksh,5
9,Rajbhog,5
9,Orange Cream,5
9,Blueberry Cheesecake,5
9,Watermelon Sorbet,4
9,Anjeer (Fig),5
9,Caramel Swirl,5
9,Kesar (Saffron),5
9,Rocky Road,5
9,Dark Chocolate,4
9,Jackfruit,5
9,Sweet Corn,5
9,Mango Sorbet,4
9,Sitaphal (Custard Apple),5
9,Litchi,5
10,Badam (Almond),5
10,Pan (Betel Leaf),5
10,Aamras,4
10,Tender Coconut,5
10,Pista (Pistachio),5
10,Dark Chocolate,5
10,Chikoo (Sapodilla),5
10,Anjeer (Fig),4
10,Mango Sorbet,3
10,Ferrero Rocher,5
10,Watermelon Sorbet,3
10,Birthday Cake,5
10,Peanut Butter Cup,5
10,Rose (Gulab),4
10,Rooh Afza,4
10,Vanilla,5
11,Neapolitan,4
11,Kesar (Saffron),5
11,Coconut,5
11,Mint Chocolate Chip,5
11,Chikoo (Sapodilla),4
11,Caramel Swirl,5
11,Birthday Cake,5
11,Lavender Honey,5
11,Strawberry Cheesecake,4
11,Blueberry Cheesecake,4
11,Mango Alphonso,4
11,Cookies and Cream,5
11,Rocky Road,5
11,Peanut Butter Cup,5
11,Red Velvet,5
11,Mango Sorbet,4
11,Anjeer (Fig),4
11,Kesar Pista Kulfi,5
11,Rabri,5
11,Hazelnut,5
11,Jackfruit,4
11,Orange Cream,4
12,Thandai,5
12,Lavender Honey,5
12,Jamun,4
12,Chocolate Almond,5
12,Biscoff,5
12,Coffee,5
12,Matcha Green Tea,5
12,Mango Sorbet,4
12,Blueberry Cheesecake,4
12,Hazelnut,5
12,Jackfruit,4
12,Aamras,4
12,Strawberry Cheesecake,4
12,Guava,4
12,Rooh Afza,5
12,Tutti Frutti,4
13,Kaju Draksh,4
13,Guava,5
13,Watermelon Sorbet,5
13,Rabri,4
13,Chikoo (Sapodilla),5
13,Dark Chocolate,2
13,Mint Chocolate Chip,3
13,Butterscotch,4
13,Anjeer (Fig),5
13,Pan (Betel Leaf),5
13,Tender Coconut,5
13,Birthday Cake,4
13,Cookie Dough,4
13,Aamras,5
13,Gajar Halwa,4
14,Rose (Gulab),5
14,Ferrero Rocher,5
14,Pan (Betel Leaf),5
14,Elaichi (Cardamom),5
14,Cookies and Cream,5
14,Lavender Honey,5
14,Aamras,5
14,Coconut,5
14,Birthday Cake,5
14,Guava,4
14,Chocolate Almond,5
14,Pista (Pistachio),5
14,Kaju Draksh,5
14,Rajbhog,5
14,Mango Sorbet,4
14,Strawberry Cheesecake,4
14,Chocolate,4
14,Tutti Frutti,4
14,Blueberry Cheesecake,5
15,Mango Sorbet,4
15,Pineapple,4
15,Litchi,5
15,Neapolitan,5
15,Lavender Honey,5
15,Gulkand,5
15,Butterscotch,5
15,Guava,4
15,Custard,5
15,Black Currant,4
15,Caramel Swirl,5
15,Cookie Dough,5
15,Dark Chocolate,4
15,Thandai,5
15,Red Velvet,5
15,Lemon Sorbet,3
15,Biscoff,5
16,Guava,4
16,Rooh Afza,5
16,Badam (Almond),5
16,Coconut,5
16,Chocolate Fudge,5
16,Jamun,4
16,Butterscotch,5
16,Pineapple,4
16,Rabri,5
16,Pista (Pistachio),5
16,Kaju Draksh,5
16,Coffee,5
16,Thandai,5
16,Litchi,4
16,Cookie Dough,5
16,Dry Fruit,5
16,Hazelnut,5
16,Tender Coconut,4
17,Kesar Pista Kulfi,3
17,Mango Alphonso,5
17,S'mores,3
17,Tutti Frutti,5
17,Ferrero Rocher,2
17,Coconut,5
17,Cookies and Cream,4
17,Black Currant,5
17,Strawberry,5
17,Pineapple,5
17,Litchi,5
17,Blueberry Cheesecake,5
17,Rooh Afza,5
17,Matcha Green Tea,4
17,Chocolate,3
17,Badam (Almond),3
17,Red Velvet,3
17,Sitaphal (Custard Apple),5
17,Pista (Pistachio),3
18,Mango Kulfi,5
18,Cookie Dough,5
18,Dark Chocolate,5
18,Custard,5
18,Lemon Sorbet,5
18,Kaju Draksh,5
18,Guava,5
18,Ferrero Rocher,5
18,Tender Coconut,5
18,Coconut,5
18,Badam (Almond),5
18,Coffee,5
18,Hazelnut,5
18,Lavender Honey,5
18,Kesar (Saffron),5
18,Rocky Road,5
18,Caramel Swirl,5
18,Jamun,5
18,Anjeer (Fig),4
18,Rooh Afza,5
18,Salted Caramel,5
18,Chocolate,5
19,Chocolate Fudge,4
19,Rooh Afza,5
19,Mango Alphonso,5
19,Neapolitan,5
19,Peach,5
19,Strawberry Cheesecake,5
19,Kesar (Saffron),4
19,Guava,5
19,Sweet Corn,5
19,Mango Sorbet,5
19,Chocolate Almond,4
19,Blueberry Cheesecake,5
19,Dark Chocolate,4
19,Anjeer (Fig),5
19,Birthday Cake,5
19,Pista (Pistachio),4
19,Jamun,5
19,Red Velvet,5
19,Orange Cream,5
19,Strawberry,5
19,Pan (Betel Leaf),5
19,Jackfruit,5
20,Chocolate Almond,5
20,Biscoff,5
20,Pineapple,4
20,Cookie Dough,5
20,Guava,4
20,Tender Coconut,5
20,Chikoo (Sapodilla),4
20,Jamun,5
20,Jackfruit,4
20,Coconut,5
20,Tiramisu,5
20,Anjeer (Fig),4
20,Chocolate Fudge,5
20,Chocolate,5
20,Strawberry,4
20,Blueberry Cheesecake,4
20,Coffee,5
20,Caramel Swirl,5
20,Peach,3
21,Butterscotch,5
21,Dry Fruit,4
21,Chocolate,5
21,Pan (Betel Leaf),4
21,Rajbhog,5
21,Watermelon Sorbet,5
21,Lavender Honey,5
21,Vanilla,5
21,Pista (Pistachio),4
21,Jamun,5
21,Sitaphal (Custard Apple),5
21,Gajar Halwa,5
21,Litchi,5
21,Coffee,4
21,Black Currant,5
21,Mango Kulfi,5
21,Ferrero Rocher,4
21,Caramel Swirl,5
21,Red Velvet,5
21,Malai Kulfi,5
22,Malai Kulfi,5
22,Gulkand,5
22,Cookies and Cream,4
22,Dry Fruit,5
22,Watermelon Sorbet,4
22,Vanilla,5
22,Matcha Green Tea,5
22,Mango Alphonso,4
22,Salted Caramel,5
22,Chocolate Almond,5
22,Lemon Sorbet,3
22,Sitaphal (Custard Apple),5
22,Litchi,5
22,Pan (Betel Leaf),5
22,Badam (Almond),5
22,Butterscotch,5
22,Mango Sorbet,4
22,Tender Coconut,5
23,Mint Chocolate Chip,5
23,Litchi,5
23,Hazelnut,4
23,Coconut,5
23,Jackfruit,5
23,Birthday Cake,4
23,Thandai,4
23,Lemon Sorbet,5
23,Cookie Dough,5
23,Sitaphal (Custard Apple),5
23,Rooh Afza,5
23,Mango Alphonso,5
23,Rose (Gulab),4
23,Peach,5
23,Coffee,4
23,Watermelon Sorbet,5
23,Lavender Honey,5
23,Dark Chocolate,4
23,Salted Caramel,5
24,Red Velvet,3
24,Rocky Road,2
24,Neapolitan,5
24,Coconut,5
24,Gajar Halwa,4
24,Lemon Sorbet,5
24,S'mores,3
24,Butterscotch,4
24,Cookie Dough,4
24,Jackfruit,5
24,Badam (Almond),3
24,Dry Fruit,3
24,Kaju Draksh,4
24,Strawberry,5
24,Gulkand,4
24,Rajbhog,4
24,Custard,4
24,Chocolate Fudge,2
24,Chocolate Almond,2
24,Rose (Gulab),5
24,Chocolate,3
25,Rocky Road,4
25,Biscoff,4
25,Pan (Betel Leaf),4
25,Cookies and Cream,5
25,Jackfruit,5
25,Pineapple,5
25,Cookie Dough,5
25,Litchi,5
25,Rooh Afza,4
25,Lemon Sorbet,4
25,Kesar Pista Kulfi,4
25,Dry Fruit,4
25,Kesar (Saffron),4
25,Coffee,4
25,Butterscotch,5
25,Mango Kulfi,5
25,Gajar Halwa,5
25,Strawberry Cheesecake,5
25,Rajbhog,4
25,Salted Caramel,4
25,Orange Cream,5
25,Peach,5
26,Coffee,5
26,Biscoff,5
26,Litchi,5
26,Custard,5
26,Hazelnut,4
26,Mango Sorbet,5
26,Orange Cream,5
26,Chocolate Almond,4
26,Strawberry Cheesecake,5
26,Tiramisu,5
26,Lemon Sorbet,5
26,Chocolate Fudge,5
26,Gulkand,5
26,Blueberry Cheesecake,5
26,Gajar Halwa,5
26,Pista (Pistachio),4
26,Black Currant,5
27,Dry Fruit,5
27,Chikoo (Sapodilla),5
27,Mint Chocolate Chip,5
27,Watermelon Sorbet,4
27,Jamun,5
27,Litchi,5
27,Strawberry,4
27,Pineapple,5
27,Chocolate,5
27,Chocolate Almond,5
27,Sweet Corn,5
27,Blueberry Cheesecake,5
27,Pista (Pistachio),5
27,Rooh Afza,5
27,Mango Kulfi,5
27,Jackfruit,4
27,Tutti Frutti,5
27,Tender Coconut,5
28,Peach,5
28,Tutti Frutti,5
28,Chocolate Almond,4
28,Guava,5
28,Pista (Pistachio),4
28,Jackfruit,5
28,Butterscotch,5
28,Coconut,5
28,Sitaphal (Custard Apple),5
28,Rabri,5
28,Rose (Gulab),5
28,Tender Coconut,5
28,Kaju Draksh,5
28,Blueberry Cheesecake,5
28,Pan (Betel Leaf),4
28,Kesar Pista Kulfi,5
29,Tiramisu,5
29,Peach,4
29,Strawberry,3
29,Birthday Cake,5
29,Chikoo (Sapodilla),4
29,Coconut,4
29,Elaichi (Cardamom),5
29,Custard,5
29,Rooh Afza,5
29,Kaju Draksh,5
29,Dry Fruit,5
29,Lemon Sorbet,3
29,Pan (Betel Leaf),5
29,Caramel Swirl,5
29,Mango Sorbet,4
29,Orange Cream,4
29,Strawberry Cheesecake,4
29,Sitaphal (Custard Apple),4
29,Black Currant,4
29,Coffee,5
30,Sitaphal (Custard Apple),5
30,Sweet Corn,4
30,Dark Chocolate,5
30,Red Velvet,5
30,Rocky Road,5
30,Peanut Butter Cup,5
30,Mint Chocolate Chip,5
30,Caramel Swirl,5
30,Thandai,5
30,Malai Kulfi,5
30,Cookie Dough,5
30,S'mores,5
30,Gajar Halwa,5
30,Mango Alphonso,4
30,Litchi,5
30,Custard,5
30,Strawberry,5
30,Rajbhog,5
31,Lavender Honey,5
31,S'mores,4
31,Coffee,5
31,Rose (Gulab),5
31,Neapolitan,4
31,Jamun,4
31,Lemon Sorbet,2
31,Kesar (Saffron),5
31,Cookie Dough,4
31,Chikoo (Sapodilla),5
31,Thandai,5
31,Custard,5
31,Salted Caramel,5
31,Caramel Swirl,5
31,Cookies and Cream,4
31,Guava,4
31,Tiramisu,5
31,Dry Fruit,5
32,Red Velvet,3
32,Pista (Pistachio),3
32,Birthday Cake,4
32,Chocolate Fudge,2
32,Salted Caramel,5
32,Coffee,4
32,Sweet Corn,5
32,Orange Cream,5
32,Tender Coconut,5
32,Malai Kulfi,4
32,Kaju Draksh,4
32,Chocolate Almond,2
32,Mint Chocolate Chip,4
32,Rabri,4
32,Ferrero Rocher,2
32,Black Currant,5
32,Mango Alphonso,5
32,Chocolate,2
32,Aamras,5
32,S'mores,3
32,Tutti Frutti,5
33,Lemon Sorbet,2
33,Lavender Honey,4
33,Mint Chocolate Chip,5
33,Chikoo (Sapodilla),4
33,Gajar Halwa,5
33,Chocolate Almond,5
33,Strawberry,3
33,Caramel Swirl,5
33,Dark Chocolate,5
33,Badam (Almond),4
33,Malai Kulfi,5
33,Aamras,4
33,Jamun,3
33,Blueberry Cheesecake,4
33,Chocolate Fudge,5
33,S'mores,5
33,Watermelon Sorbet,3
33,Mango Alphonso,3
33,Neapolitan,5
33,Matcha Green Tea,4
33,Mango Kulfi,4
33,Rose (Gulab),4
34,Peanut Butter Cup,5
34,Kesar Pista Kulfi,5
34,Lemon Sorbet,3
34,S'mores,4
34,Tutti Frutti,4
34,Litchi,5
34,Sitaphal (Custard Apple),5
34,Tiramisu,5
34,Chocolate,4
34,Dry Fruit,5
34,Thandai,5
34,Black Currant,4
34,Badam (Almond),5
34,Malai Kulfi,5
34,Coconut,5
35,Peanut Butter Cup,5
35,Rooh Afza,4
35,Biscoff,5
35,Tutti Frutti,4
35,Chikoo (Sapodilla),5
35,Coconut,4
35,Cookies and Cream,5
35,Kesar Pista Kulfi,5
35,Sitaphal (Custard Apple),4
35,Thandai,5
35,Blueberry Cheesecake,4
35,Rajbhog,5
35,Peach,4
35,Rabri,5
35,Mint Chocolate Chip,5
35,Kesar (Saffron),4
35,Mango Alphonso,4
36,Matcha Green Tea,5
36,Lemon Sorbet,5
36,Gajar Halwa,4
36,Jackfruit,5
36,Rocky Road,2
36,Pineapple,5
36,S'mores,3
36,Jamun,5
36,Coffee,4
36,Pan (Betel Leaf),4
36,Salted Caramel,4
36,Custard,4
36,Peanut Butter Cup,2
36,Chocolate Fudge,2
36,Tiramisu,3
36,Malai Kulfi,3
36,Blueberry Cheesecake,5
36,Chikoo (Sapodilla),5
36,Red Velvet,3
36,Peach,5
37,Black Currant,3
37,Badam (Almond),5
37,Mint Chocolate Chip,5
37,Anjeer (Fig),4
37,Coffee,5
37,Tiramisu,5
37,Coconut,4
37,Orange Cream,3
37,Neapolitan,5
37,Chocolate Almond,5
37,Hazelnut,5
37,Strawberry Cheesecake,4
37,Dry Fruit,5
37,Peanut Butter Cup,5
37,Blueberry Cheesecake,4
37,Chikoo (Sapodilla),4
37,Malai Kulfi,5
37,Gulkand,5
37,Peach,3
37,Watermelon Sorbet,3
37,Rocky Road,5
38,Lavender Honey,3
38,Custard,4
38,Gulkand,4
38,Lemon Sorbet,2
38,Guava,2
38,Watermelon Sorbet,2
38,Jackfruit,3
38,Strawberry,3
38,Elaichi (Cardamom),4
38,Coffee,5
38,Pista (Pistachio),4
38,Kesar (Saffron),4
38,Dark Chocolate,5
38,Badam (Almond),5
38,Pan (Betel Leaf),4
38,Caramel Swirl,5
38,Mint Chocolate Chip,5
38,Mango Sorbet,2
38,S'mores,5
38,Coconut,3
38,Malai Kulfi,5
39,Red Velvet,5
39,Pan (Betel Leaf),5
39,Butterscotch,5
39,Chocolate Fudge,4
39,Malai Kulfi,5
39,Rooh Afza,5
39,Gulkand,5
39,Jamun,3
39,Anjeer (Fig),5
39,Tender Coconut,5
39,Chocolate,4
39,Black Currant,4
39,Neapolitan,5
39,Matcha Green Tea,5
39,Rose (Gulab),5
39,Gajar Halwa,5
39,Sweet Corn,5
39,Pista (Pistachio),5
39,Dry Fruit,5
39,Coffee,5
40,Jackfruit,5
40,Mango Sorbet,5
40,Dry Fruit,2
40,Birthday Cake,3
40,Lavender Honey,4
40,Kesar (Saffron),3
40,Chocolate Fudge,2
40,Red Velvet,3
40,Badam (Almond),2
40,Gajar Halwa,4
40,Caramel Swirl,4
40,Chikoo (Sapodilla),5
40,Hazelnut,2
40,Anjeer (Fig),5
40,Pan (Betel Leaf),5
40,Ferrero Rocher,1
40,Blueberry Cheesecake,5
40,Neapolitan,4
40,Peach,5
41,Vanilla,4
41,Blueberry Cheesecake,5
41,Orange Cream,5
41,Rose (Gulab),4
41,Elaichi (Cardamom),4
41,Aamras,5
41,Rabri,4
41,Neapolitan,5
41,Rooh Afza,4
41,Jackfruit,5
41,Dark Chocolate,4
41,Guava,5
41,Caramel Swirl,4
41,Tutti Frutti,5
41,Mango Kulfi,5
41,Jamun,5
41,Coffee,4
42,Red Velvet,5
42,Rajbhog,5
42,Tiramisu,5
42,Gulkand,5
42,Chocolate Almond,5
42,Rose (Gulab),5
42,Matcha Green Tea,5
42,Chikoo (Sapodilla),5
42,Biscoff,5
42,Vanilla,5
42,Litchi,5
42,Strawberry Cheesecake,5
42,Malai Kulfi,5
42,Caramel Swirl,5
42,Pista (Pistachio),5
42,Sitaphal (Custard Apple),5
42,Guava,4
42,Dark Chocolate,4
43,Coconut,5
43,Lavender Honey,5
43,Neapolitan,4
43,Peanut Butter Cup,5
43,Chocolate Almond,5
43,Litchi,5
43,Black Currant,4
43,Lemon Sorbet,3
43,Orange Cream,5
43,Anjeer (Fig),4
43,Kesar (Saffron),5
43,Sweet Corn,5
43,Guava,4
43,Mango Alphonso,5
43,Rajbhog,5
43,Hazelnut,5
43,Mango Kulfi,5
43,Birthday Cake,5
44,Cookies and Cream,4
44,Thandai,3
44,Peach,5
44,Anjeer (Fig),4
44,Mint Chocolate Chip,4
44,Mango Alphonso,5
44,Coffee,4
44,Rooh Afza,4
44,Rabri,4
44,Neapolitan,5
44,Strawberry,5
44,Caramel Swirl,4
44,Orange Cream,5
44,Biscoff,4
44,Gajar Halwa,4
44,Rocky Road,4
45,Red Velvet,5
45,Mint Chocolate Chip,4
45,Kesar Pista Kulfi,4
45,Rajbhog,5
45,Orange Cream,5
45,Kaju Draksh,4
45,Gajar Halwa,5
45,Aamras,5
45,Rooh Afza,5
45,Chocolate,5
45,Birthday Cake,5
45,Hazelnut,4
45,Tutti Frutti,5
45,Cookie Dough,5
45,Black Currant,5
45,Strawberry,5
45,Coconut,5
45,Malai Kulfi,5
46,Pan (Betel Leaf),4
46,Mango Kulfi,5
46,Peanut Butter Cup,4
46,Chocolate Fudge,5
46,Mango Sorbet,5
46,Biscoff,4
46,Guava,5
46,Mango Alphonso,5
46,Neapolitan,5
46,Birthday Cake,5
46,Thandai,4
46,Red Velvet,5
46,Jackfruit,5
46,Chikoo (Sapodilla),5
46,Sweet Corn,5
46,Chocolate Almond,5
46,Coffee,4
46,Kesar (Saffron),4
46,Orange Cream,5
46,Gulkand,5
47,Pista (Pistachio),5
47,Guava,4
47,Chocolate Almond,5
47,Mango Alphonso,4
47,Rose (Gulab),5
47,Peach,4
47,Chocolate Fudge,4
47,Matcha Green Tea,5
47,Lemon Sorbet,2
47,S'mores,5
47,Ferrero Rocher,5
47,Sweet Corn,5
47,Cookie Dough,5
47,Kesar Pista Kulfi,5
47,Gulkand,5
47,Neapolitan,4
47,Tutti Frutti,4
47,Blueberry Cheesecake,4
47,Hazelnut,5
47,Aamras,4
48,Vanilla,4
48,Mango Kulfi,4
48,Rocky Road,5
48,Pan (Betel Leaf),5
48,Tender Coconut,4
48,Red Velvet,5
48,Mint Chocolate Chip,5
48,Chikoo (Sapodilla),4
48,Peanut Butter Cup,5
48,Dry Fruit,5
48,Hazelnut,5
48,S'mores,5
48,Chocolate Almond,5
48,Lemon Sorbet,3
48,Coffee,5
49,Tiramisu,5
49,Mint Chocolate Chip,5
49,Cookies and Cream,5
49,Watermelon Sorbet,3
49,Mango Sorbet,3
49,Rabri,5
49,Kesar (Saffron),5
49,Neapolitan,5
49,Coffee,5
49,Tender Coconut,4
49,Vanilla,5
49,Anjeer (Fig),4
49,Dry Fruit,5
49,Sweet Corn,4
49,Ferrero Rocher,5
49,Pineapple,3
49,Rose (Gulab),5
49,Strawberry Cheesecake,4
49,Pista (Pistachio),5
50,Dry Fruit,3
50,Anjeer (Fig),5
50,Coffee,4
50,Cookie Dough,4
50,Pineapple,5
50,Red Velvet,4
50,Pan (Betel Leaf),4
50,Mint Chocolate Chip,4
50,Strawberry Cheesecake,5
50,Black Currant,5
50,Gajar Halwa,4
50,Kaju Draksh,4
50,Jamun,5
50,Watermelon Sorbet,5
50,Thandai,4
50,Blueberry Cheesecake,5
51,Biscoff,4
51,Chikoo (Sapodilla),5
51,Kesar (Saffron),5
51,Cookies and Cream,3
51,Black Currant,5
51,Rabri,4
51,Malai Kulfi,4
51,Blueberry Cheesecake,5
51,Jamun,5
51,Mango Sorbet,5
51,Vanilla,5
51,Caramel Swirl,5
51,Orange Cream,5
51,Aamras,5
51,Gajar Halwa,4
52,Black Currant,5
52,Rose (Gulab),5
52,Dry Fruit,2
52,Rabri,4
52,Anjeer (Fig),5
52,Dark Chocolate,2
52,Neapolitan,5
52,Blueberry Cheesecake,5
52,Biscoff,4
52,Watermelon Sorbet,5
52,Rooh Afza,5
52,Caramel Swirl,5
52,Litchi,5
52,Jackfruit,5
52,Tender Coconut,5
52,Ferrero Rocher,2
52,Pista (Pistachio),2
53,Dry Fruit,5
53,Pan (Betel Leaf),4
53,Mango Alphonso,3
53,Strawberry,3
53,Malai Kulfi,5
53,Lemon Sorbet,2
53,Anjeer (Fig),4
53,Rooh Afza,4
53,Kesar Pista Kulfi,5
53,Sweet Corn,4
53,Black Currant,3
53,Tender Coconut,4
53,Cookies and Cream,5
53,Cookie Dough,5
53,Gajar Halwa,5
53,Birthday Cake,5
53,Rajbhog,5
53,Guava,3
53,Peach,4
53,Tiramisu,5
53,Rose (Gulab),4
54,Strawberry,4
54,Sitaphal (Custard Apple),4
54,Rose (Gulab),4
54,Cookie Dough,5
54,Tutti Frutti,4
54,Kesar Pista Kulfi,5
54,Tiramisu,5
54,Litchi,4
54,Birthday Cake,5
54,Custard,5
54,Biscoff,5
54,Kesar (Saffron),4
54,Badam (Almond),5
54,Strawberry Cheesecake,4
54,Pan (Betel Leaf),5
54,Pineapple,3
55,Badam (Almond),5
55,Peach,3
55,Mango Kulfi,4
55,Sitaphal (Custard Apple),3
55,Chikoo (Sapodilla),4
55,Kesar Pista Kulfi,5
55,Chocolate Fudge,5
55,Kaju Draksh,4
55,Butterscotch,5
55,Cookies and Cream,5
55,Jackfruit,3
55,Rocky Road,5
55,Blueberry Cheesecake,4
55,Salted Caramel,5
55,Birthday Cake,5
55,Dry Fruit,5
55,Elaichi (Cardamom),4
55,Biscoff,5
55,Lemon Sorbet,2
55,Anjeer (Fig),4
56,Badam (Almond),4
56,Tutti Frutti,5
56,Kesar (Saffron),4
56,S'mores,4
56,Salted Caramel,5
56,Pista (Pistachio),3
56,Rabri,4
56,Lavender Honey,4
56,Gajar Halwa,4
56,Mango Alphonso,5
56,Mango Kulfi,5
56,Lemon Sorbet,5
56,Jamun,5
56,Guava,5
56,Strawberry,5
56,Kesar Pista Kulfi,4
56,Gulkand,5
57,Butterscotch,5
57,Mango Alphonso,5
57,Rabri,5
57,Thandai,5
57,S'mores,5
57,Rooh Afza,5
57,Sitaphal (Custard Apple),5
57,Mango Kulfi,5
57,Cookie Dough,5
57,Rocky Road,5
57,Guava,4
57,Malai Kulfi,5
57,Orange Cream,5
57,Coffee,5
57,Lavender Honey,5
57,Rose (Gulab),5
57,Jamun,3
57,Anjeer (Fig),5
57,Jackfruit,5
58,Sweet Corn,4
58,Sitaphal (Custard Apple),5
58,Rooh Afza,4
58,Tutti Frutti,4
58,Guava,4
58,Coffee,5
58,Strawberry,4
58,Cookie Dough,5
58,Tender Coconut,5
58,Malai Kulfi,5
58,Pan (Betel Leaf),5
58,Chocolate Almond,5
58,Chocolate,5
58,Salted Caramel,5
58,Tiramisu,5
58,Coconut,4
58,Thandai,5
59,Jackfruit,5
59,Peanut Butter Cup,2
59,Red Velvet,4
59,Mango Sorbet,5
59,Cookies and Cream,4
59,Gulkand,5
59,Kesar Pista Kulfi,3
59,Cookie Dough,4
59,Rooh Afza,5
59,Blueberry Cheesecake,5
59,Lemon Sorbet,5
59,Chocolate Fudge,3
59,Rocky Road,2
59,Dry Fruit,4
59,Gajar Halwa,4
59,Guava,5
59,Mango Kulfi,5
60,Malai Kulfi,5
60,Butterscotch,5
60,Rose (Gulab),5
60,Coffee,5
60,Dry Fruit,5
60,Rooh Afza,5
60,Rabri,5
60,Birthday Cake,5
60,Ferrero Rocher,5
60,Mango Sorbet,4
60,Salted Caramel,5
60,Elaichi (Cardamom),5
60,Aamras,4
60,Tender Coconut,4
60,Black Currant,4
60,Mint Chocolate Chip,5
60,Custard,5
60,Vanilla,4
61,Kaju Draksh,4
61,Jamun,5
61,Gulkand,4
61,Jackfruit,5
61,Thandai,4
61,Birthday Cake,5
61,Coffee,4
61,Elaichi (Cardamom),5
61,Cookies and Cream,5
61,Pineapple,5
61,Salted Caramel,5
61,Chocolate Almond,4
61,Dry Fruit,4
61,Black Currant,5
61,Badam (Almond),3
61,Chocolate Fudge,5
62,Red Velvet,5
62,Chocolate Almond,5
62,Litchi,3
62,S'mores,5
62,Vanilla,4
62,Strawberry,3
62,Thandai,5
62,Jamun,3
62,Rabri,5
62,Birthday Cake,5
62,Elaichi (Cardamom),5
62,Neapolitan,5
62,Lemon Sorbet,3
62,Mango Sorbet,3
62,Peanut Butter Cup,5
62,Biscoff,5
63,Litchi,4
63,Tutti Frutti,4
63,Gajar Halwa,5
63,Sweet Corn,5
63,Dark Chocolate,5
63,Gulkand,5
